AwnsTime,Date,Nombre,Inbox,Opened,NoLead,NoInbox,Pain,Qualify,Offer,Goal,Follow,AnFollows,Win,CAM,Recom,N-Offer,Min,Link,Delay,Vehiculo
1555.71,2025-09-04,Elias,101,67,25,8,30,15,11,4,51,12,Llegue a hacer seguimientos en la etapa de cualificación,Creo que con la nueva automatización de seguimientos en las primeras etapas podemos sumar las agendas diarias que necesitamos,12,11,7,4,2,0
804.53,2025-09-04,Laura,101,43,17,8,33,15,6,3,12,5,Mas agendas,mas agendas,9,6,5,5,4,0
1448.69,2025-09-05,Elias,79,83,30,4,35,19,18,8,22,15,"Se dio un buen volumen de agendas, incluyendo a profesionales",Veremos como funcionan los seguimientos automatizados para poder seguir aumentando las conversaciones,16,18,9,10,3,0
4294.05,2025-09-05,Laura,79,86,27,15,24,8,11,3,11,2,aperturas,seguimientos a otras etapas que no agarró la automatizacion,7,11,5,4,2,0
2461.87,2025-09-06,Elias,185,133,60,11,41,16,10,8,33,10,"Muchas convers y varias agendas, me senti comodo llevando el día solo bien organizado",Hay que seguir optimizando los seguimientos,8,10,10,9,5,0
621.26,2025-09-07,Laura,194,149,72,19,50,21,6,5,14,3,aperturas y manejo de volumen,el seguimiento que quería hacer a los que el bot no agarró,10,6,6,6,6,0
621.08,2025-09-07,Laura,194,149,72,19,50,21,6,5,14,3,aperturas y manejo de volumen,el seguimiento que quería hacer a los que el bot no agarró,10,6,6,6,6,0
1866.73,2025-09-08,Laura,76,27,18,4,19,14,5,5,10,2,Numero de agendas y manejo de respuestas,mantener el gameplan,4,5,3,6,4,0
1635.27,2025-09-08,Elias,76,71,55,6,16,14,10,2,27,11,La rapidez para poner al día la bandeja de entrada despues del fin de semana,Aumento la cantidad de no leads desde que empezamos a descartar los profesionales,8,10,9,2,4,0
1125.41,2025-09-09,Elias,86,69,48,6,18,7,7,1,24,7,"No tengo una win como tal, pocas agendas en esta semana, hay que analizar bien el motivo",Estan llegando muchos mas no leads en estos ultimos días,7,7,6,2,4,0
918.91,2025-09-09,Laura,86,110,75,12,21,11,4,2,5,3,poner al dia las aperturas,keep it up,4,4,3,2,5,0
2432.51,2025-09-10,Laura,113,83,39,4,10,9,7,3,7,2,4 agendas en un día de pocas respuestas,aumentar las recomendaciones para llenar el final del funnel,10,7,7,6,5,0
1024.99,2025-09-10,Elias,113,102,60,1,20,17,6,5,24,12,Se dieron dos agendas despues de muchos seguimientos durante toda la conversación,"Estan llegando muchos no leads, hay que mejorar ese numero y dsp ver de cambiar la pregunta al enviar el ultimo seguimiento con los videos en todas las etapas",11,6,5,5,4,0
1775.01,2025-09-11,Elias,96,74,44,1,20,10,8,4,20,6,"Un buen workflow diario, la cantidad de leads no bajo pero si lo que aumento fue la cantidad de no leads y eso permite llevar un buen workflow","Hay que pensar alguna otra pregunta cuando enviamos los videos en el ultimo seguimiento en todas las etapas, para ver si obtenemos mas respuesta",10,8,3,6,4,0
606.68,2025-09-11,Laura,96,63,38,4,16,8,6,1,3,2,manejo de tiempo con la obra de teatro y trabajo,"no me dio chance de hacer seguimientos, poner al dia eso hoy",5,6,4,2,3,0
483.87,2025-09-12,Elias,63,50,28,0,16,10,6,2,24,12,Una de las agendas se dio despues de completar todos los seguimientos en la etapa de enviar el link,Quizas sumar un tercer seguimiento en etapas de pain y cualificación,2,6,5,2,5,0
3303.55,2025-09-12,Laura,63,87,32,7,16,15,7,2,18,4,aperturas ,hacerle seguimientos a los links enviados que no agendaron el viernes,10,7,6,7,6,0
1302.13,2025-09-13,Elias,156,127,64,0,28,17,12,3,20,10,Muy pocas agendas pero tuve un buen workflow desde el comienzo hasta el final ,"Aún llegan muchos no leads, hay que reducir ese numero ",15,12,10,4,7,0
846,2025-09-14,Laura,115,67,41,4,22,5,8,2,9,2,priorización y aperturas,resultados ,6,8,5,2,3,0
1685.17,2025-09-15,Elias,89,97,55,1,21,20,9,3,28,12,"Cada vez tardo menos en dejar ordenada toda la bandeja de entrada en general, eso tambien es porque llegan menos leads y más no leads, pero lo tomo como victoria para ser un lunes despues de un día sin settear","Sumar un tercer seguimiento en la parte de pain y qualification, pensar que mensajito podemos enviar luego de los primeros dos que no respondieron",11,9,7,6,1,0
2471.37,2025-09-15,Laura,89,54,37,4,17,16,5,5,9,4,Numero de agendas,las aperturas que faltaron,7,5,6,6,4,0
1274.57,2025-09-16,Elias,83,68,36,0,21,12,9,5,28,8,Volver a las 5 agendas diarias,"Sumar un seguimiento en etapas de pain y qualificación, aún siguen llegando muchos no leads...",8,9,7,6,5,0
1262.41,2025-09-16,Laura,83,68,36,2,19,12,5,2,9,2,Mejor enfoque,mantener el gameplan,8,5,3,2,1,0
2344.74,2025-09-17,Elias,84,65,44,0,13,12,8,4,31,10,"4 agenditas, podian haber sido más pero pasan a seguimiento de hoy","Sumar un seguimiento en pain y cuali, agregar una etapa o etiqueta nueva de esos leads que ya le enviamos muchos seguimientos y los recursos gratuitos para hacerle seguimiento semanas despues",9,8,10,7,2,0
2235.69,2025-09-17,Laura,84,29,13,1,12,8,4,0,5,1,Haber enviado dos links,"La migraña no me dejó trabajar casi ayer, toca poner al día y double down today",4,4,3,2,0,0
4059.87,2025-09-18,Elias,93,77,33,1,25,15,13,6,21,7,Se volvieron a superar las 5 agendas diarias,Sumar etapa o etiqueta despues del último seguimiento y asi poder enviar luego un mensaje masivo de seguimientos a esos o una automatización,13,13,7,8,8,0
3458.06,2025-09-18,Laura,93,76,48,1,26,12,6,4,8,2,4 agendas,mantener el gameplan,7,6,4,4,3,0
1545.05,2025-09-19,Elias,83,58,27,1,26,14,11,4,20,8,"Me gusta como tengo organizado y estructurado mi dia de setteo, siento que lo tengo bastante optimizado y a pesar de las pocas agendas los resultados en numeros demuestran esa optimización",Analizar las respuestas de los leads que vienen por los anuncios de steps y ver si debemos modificar las preguntas de la estructura,13,11,10,7,2,0
3255.14,2025-09-19,Laura,83,79,17,2,37,9,2,0,6,3,numero de aperturas,resultados,2,2,3,1,0,0
1468.7,2025-09-20,Elias,171,163,57,1,41,20,8,7,26,8,"Se dieron 7 agendas el finde, una ya cuando no estaba setteando, le habia hecho los seguimientos correspondientes y agendo despues de hora",Revisar nuevamente los mensajes post agenda para ver si seguimos enviando los mismos o los modificamos ya que ahora cambiamos el proceso de venta,11,8,7,9,4,0
1933.88,2025-09-21,Laura,205,118,63,2,36,19,8,0,6,1,manejo de volumen durante el dia,resultados,9,8,3,1,0,0
1938.73,2025-09-22,Elias,84,86,36,2,36,24,10,2,18,3,Mantener la tranquilidad a pesar de los muchos mensajes que hay que poner al dia despues del fin de semana,"Cuando haya un mayor volumen de conversaciones nuevas de los steps, analizarlas y ver que podemos modificar de la estructura actual que tenemos",7,10,4,3,4,0
1505.78,2025-09-22,Laura,84,64,32,2,30,18,7,2,2,0,Mas conversaciones desembocaron en ofertas,seguimientos pendientes,9,7,7,3,4,0
1444.88,2025-09-23,Elias,93,81,38,0,26,17,14,6,20,7,6 agendas para recuperar el promedio diario,"Sumar 1 seguimiento en la etapa de pain y quali, y analizar convers de los steps para ver que modificamos de la estructura",9,14,6,8,4,0
4862.69,2025-09-23,Laura,94,60,27,1,19,14,6,2,10,2,Agendar todos los links enviados,cerrar el gap en aperturas ahora con menos volumen,7,6,5,2,6,0
1142.85,2025-09-24,Elias,125,85,32,0,28,12,6,1,29,10,"La automatización de los seguimientos esta tirando error y pude hacer esos seguimientos yo mismo, ","Ayer envie 6 links y solo se agendo 1, hay que analizar esas conversaciones y tambien la de los steps para ver donde esta el cuello de botella nuevo",7,6,8,6,3,0
2391.55,2025-09-24,Laura,54,26,7,1,13,7,3,1,2,1,Sobrevivir la migraña,keep it up,7,3,1,3,5,0
935.51,2025-09-25,Elias,126,99,45,0,28,19,11,2,20,4,Pude avanzar con los seguimientos que se hicieron durante todo el día por la automatización pero no se envian por el error que estamos teniendo,Revisar las conversaciones de los steps y ver que podemos modificar de la estructura,8,11,5,2,1,0
1323.93,2025-09-25,Laura,54,81,36,2,19,14,5,1,11,4,Aperturas,resultados,5,5,6,4,5,0
621.53,2025-09-26,Elias,134,117,38,1,52,28,13,7,26,9,5 de las agendas se dieron conversaciones abiertas en ese mismo día,"Solucionar el tema de los seguimientos automatizados, ya estan todos al tanto",14,13,9,8,2,0
4903.55,2025-09-26,Laura,58,27,12,2,24,12,6,6,4,3,número de agendas,keep it up,7,6,5,5,4,0
1004.2,2025-09-27,Elias,184,145,51,0,50,34,16,7,29,10,"Tuve un buen workflow, terminando el día sin ningun pendiente, avanzando con los seguimientos en todas las etapas ",Resolver los seguimientos automatizados,19,16,11,9,2,0
2973.32,2025-09-28,Laura,183,75,43,2,26,19,8,2,26,4,Seguimientos,Links enviados sin agendar,9,8,8,5,4,0
894.01,2025-09-29,Elias,134,152,59,0,61,21,12,8,30,9,Se volvió a un buen numero de agendas (8),Los seguimientos y a partir de que me quede solo la asignación de leads,14,12,12,10,7,0
2726.87,2025-09-29,Laura,0,5,3,0,6,12,4,6,8,3,"Lead management, ir cerrando y sacando lo que queda en la pipeline",Keep that up today,8,4,6,7,5,0
1365.51,2025-09-30,Elias,153,129,56,0,53,32,9,4,28,8,Mantener la tranquilidad ante tantos leads que llegaron nuevos durante todo el día,"Lo que vengo diciendo los ultimo día, los seguimientos automatizados y ver la manera de abrir esos chats que no contestan al primer mensaje automático",8,9,7,5,2,0
3633.17,2025-09-30,Laura,0,1,2,0,1,4,9,3,4,2,Cerrar lo que quedaba en el pipeline,See you soon,7,9,7,6,5,0
1283.89,2025-10-01,Elias,208,140,76,1,60,37,22,9,25,8,"La rapidez que tuve para limpiar la bandeja de entrada, muchos mensajes y aún sigo acomodando chats viejos de lau","Los seguimientos, no me da el tiempo del día para hacer seguimiento en todas las etapas y los de las primeras etapas hay que recuperarlos",25,22,14,10,4,0
1324.14,2025-10-02,Elias,186,123,57,0,46,30,12,7,36,13,"Las agendas que se estan dando, aun mejorando la rapidez de respuesta y acostumbrandome al ritmo de volver a estar solo",Ver la manera de hacer las aperturas de aquellos leads que comentan y no responden al mensaje automático,12,12,16,9,3,0
733.38,2025-10-03,Elias,149,103,51,0,40,21,17,8,33,13,"8 agendas, de a poco me voy sintiendo mas comodo con la cantidad de leads que llegan",Seguimientos por etapas y ver la manera de hacer las aperturas mas rapido a esos que no se le pueden enviar los mensajes desde kommo y hay que hacerlo desde ig,20,16,7,8,4,0
695.32,2025-10-04,Elias,205,147,71,0,36,22,20,8,24,7,"8 agendas, para terminar la semana con un buen numero de agendas",Seguimientos automatizados y ver de sumar etapas para evitar que el seguimiento automatizado se haga de nuevo a las pocas horas...,19,20,11,9,2,0
766.85,2025-10-06,Elias,361,243,89,0,91,41,22,12,28,12,"Superar las 10 agendas despues de mucho tiempo, se dieron 12","Lo mismo de hace unos días, revisar bien los seguimientos y ver si sumamos etapas para evitar los seguimientos tan cercanos",20,23,18,15,13,0
776.49,2025-10-07,Elias,187,131,82,0,38,26,15,8,33,9,8 agendas para cerrar el día,"Ver si en notion se pueden poner screenshots de las conversaciones, asi puedo hacer llenar mas rápido los leads que se agendan",20,15,13,9,5,0
943.8,2025-10-08,Elias,188,119,75,1,59,33,27,9,38,11,"Se esta dando un buen numero de agendas, mantener esos numeros va a ser un buen promedio","Siento que el ads de documento 25 es el que mas no leads trae, siempre paso, quizas tambien trae ventas pero a la vez es el que mas no leads trae",21,27,19,13,3,0
1471.44,2025-10-09,Elias,162,106,66,0,32,31,13,9,46,12,9 agendas para seguir con el mismo ritmo que venimos durante toda la semana,"Ver como podemos recuperar esos leads que ya se les hicieron todos los seguimientos enviandoles los recursos gratuitos y dieron una respuesta de gracias y nada mas, ver que podemos hacer con esos",17,13,12,12,6,0
607.44,2025-10-10,Elias,120,74,48,0,20,16,12,6,37,13,Se dieron agendas despues de todos los seguimientos hechos,"Las aperturas manuales, me demoro mucho en eso, si hay manera de poder agilizarlo podría hacer mas aperturas diarias de esos que no responden a la automatización y llegan por comentarios",13,12,11,7,4,0
690.22,2025-10-11,Elias,167,125,68,1,34,16,11,8,32,12,Pude adelantar aperturas de los leads que llegan por comentarios y no responden al mensaje automático,Ver de recuperar esos chats que se le hicieron todos los seguimientos y el tema de las aperturas a esos que comentan en la publi y no responden al mensaje automático,10,11,11,12,5,0
870.2,2025-10-13,Elias,299,188,97,0,51,27,18,8,23,9,"La tranquilidad al volver del fin de semana y tener que poner al día la bandeja de entrada, me gusta la organización que estoy teniendo",Ver la manera de aumentar las aperturas,9,18,10,12,3,0
1342.11,2025-10-14,Elias,206,160,81,0,36,21,17,11,33,12,El día venia con pocas agendas y al final se terminaron dando 11 agendas en total,Ver de poner screenshots en Notion y que los chicos puedan ver mas la conver que tuve con los leads,18,17,15,12,3,0
833.08,2025-10-15,Elias,164,150,84,1,31,14,8,5,30,9,"Desde el domingo que me siento mal de salud con fiebre que va y viene y trato de mantener el mismo ritmo que los días al cien, asi que lo tomo como victoria de estos días","Estan llegando muchos no leads, y eso me permite ser mas rapido para limpiar la bandeja de entrada, pero creo que es algo que se podría disminuir bastante",10,8,9,7,3,0
3582.12,2025-10-16,Elias,94,146,67,1,31,21,11,7,24,9,"Una de las agendas que se dieron llego por el CTA inbound, el lead ya habia escrito antes y no habia agendado en ese momento, asi que fue win win","Las automatizaciones de learnation y los cta, siento que me puede confundir bastante y quizas hasta demorar si no se envian las automatizaciones, cuanto mas claro se pueda hacer mejor",10,11,11,8,2,0
893.5,2025-10-17,Elias,76,87,55,1,30,24,7,3,21,5,Agendar a un lead que venia escribiendo desde agosto y procrastinaba el agendarse,Quizas sumar algun seguimiento mas automatizado en las primeras etapas ,6,7,5,7,2,0
913.6,2025-10-18,Elias,124,84,49,1,23,19,5,2,18,6,"Dia raro, se lograron dos agendas de dos links enviados","Al parecer llega una buena cantidad de leads, pero siento que tambien los anuncios les estan llegando a los no leads que ya recibieron o pidieron el recurso hace unos meses atras",5,5,4,2,9,0
559.64,2025-10-20,Elias,256,174,70,6,59,54,11,5,17,8,"La organización que tuve para limpiar la bandeja de entrada un lunes luego del fin de semana, con las prioridades y demás","Llegan los mismos no leads que llegaban hace unos meses atras, para checarlo",11,11,7,7,2,0
1157.41,2025-10-21,Elias,139,118,55,1,38,25,9,4,18,6,Pude adelantar aperturas de los que no responden a los mensajes automáticos,El numero entrante es alto pero sigo diciendo que vuelven a llegar los mismo no leads que llegaban hace meses atras,10,9,8,5,2,0
650.38,2025-10-22,Elias,170,112,71,0,38,38,19,7,17,8,7 agendas terminando el día,"Lo que vengo diciendo en estos dias, sigue aumentando la cantidad de no leads y ya son leads que ya llegaron antes, los que llegan por inbound la mayoría son no leads tambien",13,19,10,8,3,0
657.42,2025-10-23,Elias,230,355,221,0,87,64,17,10,21,10,"Me sentia muy mal, de hecho no iba a trabajar, la pase mal durante la mayor parte del día con mucho dolor de cabeza, asi y todo settee y se dieron 10 agendas","Analizando las metricas con Marlon, el porcentaje de conversión de oferta a agenda",15,17,12,10,4,0
589.76,2025-10-24,Elias,137,101,81,0,36,33,14,14,29,9,"14 agendas, aún sintiendo mal, no me recupero del todo",Sumar otro seguimiento para que sea diferente al que se envía siempre en la etapa de qualificación,15,14,18,14,4,0
775.43,2025-10-25,Elias,125,107,56,0,24,12,16,8,29,8,"8 agendas para terminar bien la semana a pesar de haber estado mal de salud, hubo dias que me tenia que haber tomado porque sinceramente no daba mas",Ver de sumar un segundo seguimientos en las etapas nuevamente como antes,17,16,13,10,2,0
1030.6,2025-10-27,Elias,213,158,51,0,67,17,13,7,28,8,"7 agendas, que pudieron ser mas, pero ghostearon al enviar el link, seran seguimientos en estos días",Sumar seguimientos en etapas nuevamente,12,13,10,13,5,0
569.63,2025-10-28,Elias,235,192,118,0,45,25,15,8,24,7,"8 agendas, un par de ellas luego de varios seguimientos post link",Profundizar en dolor cuando es primera vez y solo le cuesta retener la info,9,15,10,7,5,0
1305.94,2025-10-29,Elias,151,130,113,0,32,23,12,5,24,9,"Agendar a un lead que venia pateando ya hace varios dias el agendar, despues de mantener una conversación por varios dias",Ver de sumar algun seguimiento en las etapas porque se estan quedan varios en pain y quali,12,12,6,7,4,0
937.14,2025-10-30,Elias,136,94,74,0,25,14,13,7,24,9,7 agendas para seguir sumando al promedio diario,Sumar seguimientos en las primeras etapas,12,13,13,8,3,0
769.76,2025-10-31,Elias,132,122,69,0,39,26,18,3,26,7,Pude hacer aperturas a leads que no respondieron a los mensajes automáticos de dias pasados,Ver la manera de sumar mas seguimientos,12,18,6,5,3,0
590.82,2025-11-01,Elias,111,87,67,0,19,12,9,4,32,9,"4 agendas para iniciar el mes, todas de conversión, veremos de seguir por el mismo camino que el mes pasado","Sumar seguimientos, no me da el tiempo para hacerlos yo por la cantidad de mensajes diarios",9,9,7,4,5,0
944.12,2025-11-03,Elias,213,182,73,0,44,18,10,6,28,10,"6 agendas, me siento cómodo los lunes despues de un dia sin settear, quizas por el volumen de mensajes, son muchos pero no la gran cosa y eso me permite estar mas tranquilo",Los no leads que llegan son leads que ya han escrito en meses atras y les vuelve a aparecer nuestro ad,9,10,8,6,4,0
1619.59,2025-11-04,Elias,187,133,99,0,43,29,13,7,22,6,7 agendas la mayoría por recurso gratuito,"Siento que aún estan llegando muchos leads por nutrición, y a la vez muchos no leads, mas de la mitad de los leads entrantes ",16,13,8,10,4,0
1743.35,2025-11-05,Elias,127,114,68,0,46,32,18,10,22,7,"10 agendas, algunas se dieron solo por seguimientos de dias anteriores",Ver de armar otra estructura para los residentes ,18,18,13,11,4,0
3143.35,2025-11-06,Elias,112,108,77,0,25,19,11,6,21,6,"Se estan agendando leads que ya les habia hecho todos los seguimientos y vuelven a escribir luego de unos días, asi que son buenas win de agendas","Vimos con Marlon que el porcentaje de pain esta bajo, voy a estar mas atento en esa parte y vemos como sigue en la semana",9,11,10,5,8,0
1151,2025-11-07,Elias,114,109,81,0,27,14,8,3,31,9,"Los ultimos dias bajo la cantidad de leads entrantes y eso me permitio hacer aperturas de dias pasados, lo tomo como win mas alla de las 3 agendas","Siento que aún no baja la cantidad de no leads, se mantiene lo mismo hace bastante tiempo",6,8,4,4,4,0
703.25,2025-11-08,Elias,140,103,86,0,18,6,11,7,30,11,7 agendas para cerrar bien la semana ,Siento que llegan mas no leads que leads estas últimas semanas,7,11,7,8,4,0
1324.97,2025-11-10,Elias,253,181,73,0,50,19,12,5,15,4,La organización y estructura para limpiar la bandeja lo mas rapido posible el lunes luego del fin de semana,"Bajar la cantidad de no leads (la mayoría llegan siendo estudiantes y otros casos particulares, otras profesiones)",13,12,6,6,4,0
1374.44,2025-11-11,Elias,136,112,88,0,31,23,17,5,32,8,5 agendas para seguir con esta base,"Conversaciones con los leads Chilenos (no siempre se si vienen de ahi), siento que son los que menos agendan porque se dan diferentes las convers",19,17,6,6,5,0
1025.13,2025-11-12,Elias,122,100,76,0,25,15,12,9,24,9,9 agendas durante todo el día,"Conversaciones con los residentes, quizas ver de hacer otras preguntas para hacerles sentir mas el dolor",10,12,7,8,2,0
957.31,2025-11-13,Elias,128,109,79,0,34,14,10,4,21,6,"Se agendaron 2 residentes de las 4 agendas, siento que siempre cuestan un poquito mas que agenden","La cantidad de no leads, aún siguen llegando leads que ya llegaron los meses pasados, les vuelve a figurar el anuncio de recurso gratuito",5,10,7,6,4,0
568.16,2025-11-14,Elias,159,113,89,0,31,19,9,2,59,11,Pude hacer seguimientos a leads que no se les habia enviado el seguimiento automático semanas atras,Ver si seguimos haciendo la oferta a leads que no trabajan o estan en su ss,5,9,3,3,1,0
1091.88,2025-11-15,Elias,172,130,51,3,40,18,6,3,18,7,"Pude hacer seguimientos en las primeras etapas, ya que la cantidad de no leads y la poca respuesta durante el día me lo permitió hacer para sumar conversaciones y ver si rescatamos alguna agenda","Aún siguen llegando muchos no leads, no siento que el cambio del mensaje automático me sume, tampoco resta, pero bueno, seguiremos viendo en los próximos días",10,6,7,6,6,0
983.54,2025-11-17,Elias,327,207,85,1,63,32,18,4,19,6,Se dieron agendas despues de varios días ,Revisar el primer mensaje automático ya que antes quizas las aperturas las hacia en pain y ahora desde cero y eso me demora más en llegar a la agenda ya que tengo que esperar esas respuestas,19,18,5,5,4,0
721.95,2025-11-18,Elias,181,149,54,0,42,26,12,5,26,9,"Dia fastidioso, muchos chats, corte de luz de horas que me atraso mucho, así y todo se dieron 5 agendas","Mas claridad de las estrategias a utilizar de learnation, a los que no trabajan o estan en su ss por ahora no les envío mas los dos audios para cualificarlos mejor",16,12,10,7,3,0
571.85,2025-11-19,Elias,180,134,43,0,40,37,14,9,27,10,9 agendas para equiparar con la cantidad de mensajes que estan llegando,Se cambio el primer mensaje pero aún siento que no aumento la respuesta la primer mensaje...,11,14,8,9,4,0
529.07,2025-11-20,Elias,168,141,55,2,43,22,12,3,25,8,El día venia flojo de agendas y al final se dieron 3,Siento que no mejoro la respuesta al primer mensaje con el nuevo mensaje automático,10,12,3,2,4,0
1250.86,2025-11-21,Elias,104,92,39,1,43,29,13,5,23,7,Empece a implementar el nuevo vehículo y oferta para ir testeando y se dieron un par de agendas,"Aumentar la respuesta al primer mensaje, hay que ver si aumenta con la nueva estructura",16,13,7,6,3,0
791.99,2025-11-22,Elias,165,97,39,1,34,17,9,4,29,10,"Empece a implementar el nuevo vehículo y el nuevo audio de oferta, y algunas cositas de la nueva estructura, me gusta",Aumentar la respuesta al primer mensaje,4,9,9,7,4,0
1002.1,2025-11-24,Elias,350,252,101,0,67,30,15,3,35,9,2 de las agendas que se dieron fueron con el nuevo audio de oferta,"Aún siguen llegando no leads que ya han llegado en los meses anteriores, optimizar bien la nueva estructura",16,15,2,3,4,0
1129.59,2025-11-25,Elias,167,159,60,0,55,26,18,5,25,9,"Me senti bastante cómodo con la nueva estructura, aún probando los diferentes mensajes, con el correr de los días la voy a ir optimizando y creo que se van a dar varias agendas",Hacer nuevas etapas y ponerlas en la parte experimental de estos reportes para ir testeando e ir viendo donde se quedan los leads,20,18,13,7,3,0
1035.06,2025-11-26,Elias,141,122,47,0,29,16,16,6,35,15,6 agendas para ir recuperando de a poco el promedio diario,"Aún optimizando la nueva estructura, quizas se puede modificar la nueva op para hacerle ver mas el valor",15,16,7,8,2,0
766.15,2025-11-27,Elias,134,119,52,1,38,21,11,5,30,9,5 agendas y me dio el tiempo de hacer aperturas a esos que comentan en la publi y no responden al msj automático,"El primer mensaje siento que no esta filtrando bien a los no leads, muchos estudiantes contestan afirmativamente para que le envíemos el recurso y una vez que los prospecto terminan siendo estudiantes, algunos ni lo dicen pero entrando a su perfil tienen 15 años",15,11,6,6,4,0
1181.66,2025-11-28,Elias,135,90,59,0,25,15,8,5,33,11,Agende un lead cortando un audio de mario luego de unas objeciones post ofrecerle la sesión,"Testeando un nuevo primer mensaje automático, no tengo mucha fe, pero veremos como sigue en los próximos días",14,8,9,5,4,0
702.5,2025-11-29,Elias,132,154,67,0,40,15,10,2,33,5,Pude hacer varias aperturas de leads que no responden a mensajes automáticos,"Las conversaciones con los Chilenos no son efectivas, no les encuentro la vuelta",7,10,4,2,8,0
5213.19,2025-12-01,Elias,187,207,72,1,37,20,16,5,33,10,"5 agendas para arrancar bien el mes con una buena base, de aca en adelante",Aumentar las respuestas al primer mensaje,19,16,9,7,5,0
1120.71,2025-12-02,Elias,130,102,50,1,27,21,13,4,19,5,4 agendas de todas conversaciones que se iniciaron ayer ,"Veremos como se dan los próximos días con la nueva automatización, para seguir mejorando la respuesta al primer mensaje",20,13,4,5,2,11
845.51,2025-12-03,Elias,210,90,46,1,56,42,10,5,37,9,"5 agendas, entre los cambios hechos y las nuevas automatizaciones ","Tema keywords de ads, cuando tocan el boton no se envia la palabra correspondiente, pasa en muchos anuncios ",6,10,7,5,6,12
682.86,2025-12-04,Elias,144,149,46,0,61,41,5,3,44,10,"3 agendas que se dieron en un periodo de 10 minutos, un poco de caos ahi al hacer los grupos y estar pendiente de sus respuestas","Estos días estoy medio abrumado por los cambios de las automatizaciones y el tener que hacer los grupos por whatsapp y demás, veremos como sigue la próxima semana ",26,5,4,4,3,8
985.89,2025-12-05,Elias,112,90,42,0,48,22,11,3,23,8,"3 agendas, aún optimizando bien los tiempos del workflow diario con la nueva estructura","Llegan muchos leads que no trabajan, que igualmente se los lleva a la agenda y terminan no agendando",20,11,6,4,7,18
747.87,2025-12-06,Elias,82,76,34,0,38,26,13,4,40,14,4 agendas que pudieron haber sido más,"Con esta nueva automatización muchos ponen la opción de 'quiero ser residente' y aún son estudiantes, o estan en el internado o servicio social, los filtro una vez que hago la pregunta de si trabaja o no",16,13,8,8,3,19
584.19,2025-12-08,Elias,233,172,72,0,79,47,17,3,44,12,"El workflow del lunes despues del fin de semana, tranquilidad a pesar de muchos chats por responder",Siento que nuestro cuello de botella esta al hacer la oferta hoy día,19,17,4,3,6,17
522.34,2025-12-09,Elias,176,140,70,1,66,24,15,6,33,10,6 agendas como para volver a agarrar ese promedio de a poco,"Mejorar los tiempos quizas de mis respuestas, estos ultimos días estoy terminando de limpiar la bandeja de entra a las 8 de la noche",16,15,11,8,3,12
958.32,2025-12-10,Elias,118,101,57,0,35,29,12,4,32,8,"4 agendas, una de ellas se dió luego de todos los seguimientos ",Subir el porcentaje de oferta a minutos,16,12,5,5,6,15
1841.92,2025-12-11,Elias,108,75,34,1,38,26,8,2,36,11,2 agendas y una de ellas fue ayer la call y fue cerrada con exito,"Quizas sumar pregunta de disposición, post enviar la nueva oportunidad y antes de enviar el vehículo, y puede comprometerlos un poco más a responder la oferta ",16,8,7,4,5,10
820.3,2025-12-12,Elias,131,114,62,0,43,22,11,4,32,10,"Siento que con los cambios que hicimos ayer respondieron mas personas la oferta, que los días anteriores",Seguir optimizando la nueva estructura,15,11,7,5,4,12
861.99,2025-12-13,Elias,151,117,51,1,56,31,13,3,21,9,"3 agendas que podían haber sido mas pero bueno, a seguir optimizando la estructura","Respondieron mas leads las ofertas, pero se quedaron en la etapa del link, veremos como siguen en los próximos días",19,13,12,6,6,16
584.64,2025-12-15,Elias,390,239,53,0,95,49,11,4,37,10,"4 agendas, una de ellas de un residente que viene pateando hace varios días el agendar",Optimizar automatizaciones para poder tener mejor claridad,37,11,12,9,6,20
600.56,2025-12-16,Elias,181,133,45,0,55,30,9,8,29,10,"8 agendas, para retomar a los numeros de antes, veremos como seguimos en los próximos días",Optimizar bien las automatizaciones y las keywords con las que llegan los leads,19,9,7,8,3,18
418.56,2025-12-17,Elias,161,134,51,0,35,26,12,2,22,7,"Una de las agendas se dio sola, ya le habia hecho todos los seguimientos días atras","Optimizando la estructura, veremos como siguen los cambios que estamos haciendo en los próximos días",18,12,7,4,7,18
693.17,2025-12-18,Elias,139,108,40,1,29,10,12,7,26,9,7 agendas para recuperar el promedio de meses anteriores,"Optimizar automatizaciones, keywords de ads, etc.",12,12,9,7,3,8
429.72,2025-12-19,Elias,150,121,44,5,44,18,7,2,25,7,Las agendas se dieron por puro seguimiento,"Automatizaciones, keywords, se estan perdiendo muchos leads, vienen por el recurso, se les envía la clase y no siguen la conversación por mas de que se le envíen 1 o 2 seguimientos",11,7,1,3,9,6
1280.75,2025-12-20,Elias,141,80,30,10,16,17,8,2,26,5,"Me cuesta encontrar 1 victoria cuando solo hubo 2 agendas, quizas que una de ellas fue cuando ya empece mi fin de semana...","Aún optimizando la nueva estructura, keywords con los que llegan por los anuncios, a veces funcionan otras veces no... ",12,8,8,3,2,12
520.06,2025-12-22,Elias,348,206,54,0,70,30,9,6,22,8,6 agendas entre muchos chats por responder ,"keywords por como llegan los mensajes de los leads, optimizar automatizaciones ",17,9,13,10,3,11
1259.92,2025-12-23,Elias,171,117,55,0,56,22,7,7,17,5,7 agendas con muchos seguimientos,Como estos últimos días optimizando la nueva estructura y optimizar automatizaciones,0,7,6,8,6,0
